pid,psr,ints,iry
351752,PM-0200,BW-2200,27
351831,JF-1900,DJ-0500,16
351846,JF-1900,MA-0200,0
351891,DA-1300,CM-1200,12
351900,DA-1300,ER-0100,32
351958,DA-1300,SR-1100,2
351996,TR-0800,NC-0700,61
352140,PR-0300,DB-0900,25
352170,BF-0100,AC-2400,52
352188,BF-0100,EW-0400,3
352286,KC-1400,AC-2400,0
352391,JC-6200,DJ-1600,7
352394,JC-6200,BC-0500,32
352515,RF-0500,MA-0200,23
352526,RF-0500,EW-1700,23
352540,DA-1300,CN-0300,12
352612,RF-0500,TC-2700,4
352788,BF-0100,CO-0500,39
352808,KW-0500,DR-1100,32
352824,KW-0500,ES-1100,6
352949,KW-0500,DR-1100,0
352976,DB-3800,TS-2900,0
353069,JO-0700,KK-0100,13
353089,JO-0700,TP-2000,25
353456,GF-0400,NH-0300,11
353507,AR-1300,DB-4200,-2
353533,AR-1300,BR-1600,10
353559,BG-1900,TW-2700,39
353580,BG-1900,NC-0700,6
353592,BG-1900,CW-3700,62
353621,AR-1300,GA-0100,5
353706,TE-0100,OA-0200,19
353749,TG-1600,JG-3600,33
353845,PR-0300,CJ-1600,12
353894,PR-0300,DH-0700,21
353897,JR-3500,TD-1600,4
354085,TR-0800,CH-4000,3
354195,KO-0700,DH-4100,8
354227,DM-2200,KP-0200,49
354229,KO-0700,QM-0200,0
354320,BR-1100,HN-0300,1
354539,PM-0200,ZD-0200,0
354621,SR-1200,MB-4900,3
354632,KC-2000,JB-1300,-4
354652,KC-2000,CM-1200,0
354676,JF-1900,MG-1800,6
354771,JF-1900,NH-0300,0
355005,JD-1400,JP-0100,0
355006,DH-4300,JB-2000,8
355028,DH-4300,KL-1500,43
355334,DO-0300,CT-1500,26
355503,MH-1600,KD-1100,44
355676,JG-0600,MT-0600,11
355715,MC-0700,TS-2900,13
355716,JO-0700,BM-2000,0
355753,MC-0700,NC-0200,0
355807,JO-0700,RH-1100,0
355859,JO-0700,DO-0200,0
356008,JL-2800,EG-0800,1
356144,MR-2500,TW-2700,0
356165,AR-1300,MB-2700,16
356187,CP-0500,GE-0200,11
356302,TR-0800,KR-0900,39
356353,BR-1100,RM-1300,72
356585,DB-3800,BL-0500,1
356687,DB-3800,TJ-2300,0
356786,JR-3500,JD-0400,18
356847,JF-1900,MB-4900,2
356906,JF-1900,AB-1500,0
356975,JF-1900,TJ-1000,3
357093,BF-0100,MW-1400,0
357121,BF-0100,CL-1900,6
357178,JD-1400,TJ-0200,25
357223,JD-1400,JP-2700,58
357267,JD-1400,AT-0100,11
357397,GF-0400,LB-0600,2
357628,MS-0200,AA-2000,12
357639,MS-0200,AG-1200,0
357758,CP-0900,EW-1400,19
357968,JC-6200,GS-0900,0
358211,DM-2200,TS-2900,1
358237,JO-0700,QM-0200,41
358254,JO-0700,JP-0600,55
358289,KW-0500,KH-0300,0
358543,CF-1300,CW-3700,12
358553,CF-1300,TW-2700,15
358674,MC-0700,QJ-0100,2
358753,EM-0200,BP-1000,24
358818,EM-0200,BM-1100,21
358866,EM-0200,EW-1700,94
359161,PR-0300,KM-2100,32
359388,CP-0900,TS-3500,44
359523,BJ-1400,WW-0800,2
359612,BJ-1400,OA-0200,16
359630,BJ-1400,OA-0200,43
359716,GF-0400,CG-1700,6
359759,GF-0400,TM-1200,0
359775,GF-0400,KP-0200,50
359823,GF-0400,ZB-0200,0
359925,DB-3800,KL-1500,31
360049,JO-0700,MJ-1700,18
360059,JO-0700,MJ-1700,0
360339,BF-0100,GW-1500,0
360429,BF-0100,DH-0700,10
360722,PM-0200,NC-0700,62
360786,PM-0200,AR-1900,99
360859,SW-0100,AT-0100,19
361009,JC-6200,BM-2000,0
361049,JC-6200,JS-0300,9
361150,JR-3500,FW-0300,0
361435,PR-0300,JV-0500,8
361471,BF-0100,BF-0800,27
361495,BF-0100,JP-0100,0
361573,BF-0100,BF-0800,91
361716,TE-0100,WA-0200,30
361943,MR-2500,AS-0100,0
362041,MR-2500,LS-0800,0
362182,MC-0700,OA-0200,13
362194,MC-0700,FB-0700,16
362256,MB-4800,DO-0200,47
362393,KW-0500,JB-2000,44
362761,BR-1100,JB-8400,6
362788,BR-1100,BK-0200,17
362849,BR-1100,CW-1200,7
362890,BR-1100,KP-0600,0
362978,JO-0700,JW-5300,75
363184,RF-0500,EW-1400,17
363196,RF-0500,DR-2600,0
363245,PM-0200,CH-3800,1
363347,PM-0200,CH-3800,39
363382,GF-0400,JR-1300,44
363416,MS-0200,AW-1800,4
363472,SR-1200,MW-2000,0
363609,DG-0600,DJ-2600,13
363622,RF-0500,BW-2200,4
363737,JG-0600,BC-0500,35
364025,DA-1300,TS-3500,42
364080,TE-0100,AE-0600,92
364157,BF-0100,JG-3600,42
364180,TE-0100,DR-1100,0
364232,MB-4800,AR-1400,40
364342,MB-4800,RH-2900,0
364350,DO-0300,MB-4100,0
364472,DO-0300,CS-3800,44
364475,RG-2300,DW-2400,-4
364619,AR-1300,CH-3800,0
364703,JC-6200,JA-1000,2
364727,JC-6200,WA-0200,32
364816,CP-0900,KP-0100,13
364822,JC-6200,TC-3100,1
364996,JR-3500,EC-0300,0
365039,BJ-1400,CW-1200,57
365067,EM-0200,MJ-0900,23
365082,BJ-1400,CW-1200,1
365099,BB-2400,JB-8400,9
365201,DM-2200,DG-2400,0
365462,MC-0700,BS-0500,0
365480,BR-1100,CG-2900,0
365579,JC-0500,DT-1900,0
365631,JC-0500,TC-1100,14
365682,JC-6200,BP-1000,13
365804,DC-4400,RM-1300,14
365977,RG-2300,CH-3800,13
366152,TE-0100,EH-0800,4
366225,TE-0100,DO-0200,2
366266,DB-3800,EC-0300,32
366414,DB-3800,CH-4200,0
366425,DB-3800,CJ-0200,95
366508,MB-4800,KR-0500,50
366546,TG-1600,HP-0100,41
366625,CP-0900,JB-0300,35
366760,GF-0400,CW-3700,9
366822,GF-0400,TW-2700,19
366851,GF-0400,NC-0700,59
366940,SR-1200,HN-0300,0
367007,SR-1200,RL-0600,29
367045,SR-1200,RL-0600,14
367051,SR-1200,SR-1100,3
367087,JD-1400,NA-0200,0
367091,AW-0400,RM-0800,11
367125,JD-1400,RB-0400,0
367158,JD-1400,RB-0400,8
367177,JD-1400,SW-1200,0
367205,AW-0400,CG-0200,0
367313,PR-0300,BP-0900,0
367354,PR-0300,JM-3200,4
367485,BR-1100,KR-0300,2
367548,BR-1100,TJ-1000,6
367568,BR-1100,MB-4900,0
367572,EM-0200,MP-0500,21
367643,DM-2200,SM-0200,21
367888,SH-1100,KD-0100,34
367905,SH-1100,AW-1500,9
368216,MR-2500,DB-2800,5
368484,JF-1900,AR-1500,10
368493,EM-0200,RL-0600,0
368527,JF-1900,AR-1500,50
368723,SR-1200,MB-4900,2
368729,KC-2000,RN-0300,0
368872,DG-0600,CC-0700,0
368942,AR-1300,BU-0200,0
369118,DM-2200,BJ-1500,35
369127,DM-2200,JJ-5000,22
369156,DM-2200,CC-5000,22
369266,DB-3800,JP-0100,2
369408,TT-0900,UY-0100,3
369435,DC-4400,ND-0400,0
369553,DC-4400,CG-1400,16
369778,MB-4800,WH-0200,24
369791,MB-4800,NC-0200,13
369958,MH-1600,DR-2800,0
369961,KW-0500,JW-5300,58
370013,MH-1600,KD-0100,13
370050,MH-1600,DR-2800,6
370058,PR-0300,TP-1600,21
370123,PR-0300,JH-2100,33
370232,TR-0800,DH-0700,2
370250,TR-0800,RM-2800,4
370288,JC-0500,TN-0400,0
370342,TE-0100,KW-2200,2
370350,TE-0100,AD-0300,4
370370,TE-0100,BM-1100,3
370664,RF-0500,TP-1600,19
370752,SR-1200,BP-1000,8
370754,BQ-0100,AW-0800,8
370769,BQ-0100,FB-0400,3
370804,SR-1200,SJ-0700,20
370816,DA-1300,JR-1300,18
370882,TT-0900,LM-1100,64
370900,TT-0900,LM-1100,0
371043,BF-0100,CF-0500,0
371174,MC-0700,RH-2200,17
371301,CP-0900,BM-2000,19
371439,SH-1100,AH-2700,0
371560,DC-4400,RB-0700,2
371597,DC-4400,RB-0700,65
371696,DM-2200,FW-0400,12
371720,DM-2200,ER-0100,43
371774,KK-1200,SR-1100,0
371799,KK-1200,ER-0100,107
371924,TG-1600,BU-0200,11
371936,TG-1600,CT-1500,0
371957,TG-1600,LB-0900,0
371968,TG-1600,LB-0900,9
372049,GF-0400,GS-0900,2
372126,DG-0600,BS-0700,-1
372136,DG-0600,MW-2000,-1
372432,JC-6200,TH-2800,-3
372565,MH-1600,LL-0200,13
372612,MH-1600,SS-2600,0
372751,KW-0500,TT-1000,13
372834,PM-0200,QJ-0100,0
373046,AR-1300,JD-0400,42
373053,AR-1300,JD-0400,0
373055,LM-1500,AR-1900,37
373097,AR-1300,KK-0100,0
373147,DC-4400,DB-0600,15
373373,TR-0800,MT-1900,0
373414,MH-1600,TN-0400,0
373455,KW-0500,JH-1000,13
373464,KW-0500,QM-0200,12
373594,KW-0500,BD-0700,25
373661,BF-0100,DB-2800,0
373708,JC-6200,DL-2300,0
374022,DB-3800,CJ-2500,0
374068,DB-3800,JP-2700,13
374075,DB-3800,PB-0800,7
374235,AR-1300,JB-2000,0
374300,EM-0200,DH-0700,4
374346,JC-0500,AR-1500,-2
374516,MB-4800,AA-2000,17
374535,MB-4800,RH-2200,1
374564,MB-4800,AG-1200,-5
374723,JP-0300,JL-1200,35
374794,PM-0200,SJ-0700,4
374800,PM-0200,BM-1100,0
374866,KD-1400,AB-1500,0
375023,BR-1100,MV-0400,5
375159,MC-0700,TP-1600,23
375175,MC-0700,LT-0400,89
375271,TT-0900,CJ-1600,44
375442,GF-0400,KP-0200,36
375451,KO-0700,DS-1600,12
375477,KO-0700,BL-0500,28
375486,KO-0700,BS-0700,14
375520,SR-1200,RM-1300,4
375521,DG-0600,JR-1300,13
375705,JR-3500,SC-1400,10
375727,JR-3500,SC-1400,-2
375807,AW-0400,MW-1700,8
375910,JL-2800,WA-0200,0
375956,DG-0600,DM-0200,42
376042,KO-0700,GS-0900,13
376173,MS-0200,TW-2700,5
376191,AR-1300,DR-2600,0
376344,RF-0500,KH-1000,22
376402,RF-0500,KH-1000,85
376415,JP-0300,DH-4400,16
376441,KC-2000,DJ-0500,5
376505,KD-1400,MG-1800,36
376533,KC-2000,DJ-0500,8
376615,GF-0400,RN-0100,18
376644,GF-0400,CS-2700,0
376891,MR-2500,JD-0400,23
377057,JC-6200,ML-0700,27
377271,SH-1100,DB-3300,24
377324,BF-0100,WH-0200,0
377494,TR-0800,TP-1600,1
377555,TR-0800,IT-0100,0
377642,TR-0800,DT-1900,25
377687,KW-0500,RB-1400,24
377788,MB-4800,DR-2800,99
377805,JC-0500,ER-0100,4
377913,JF-1900,LL-0200,5
377950,JC-0500,ER-0100,5
377996,JD-1400,RB-0700,4
378033,JD-1400,JP-2700,1
378126,DB-3800,MB-4100,0
378217,DB-3800,AO-0300,0
378225,KO-0700,JB-7500,23
378258,KO-0700,SF-0800,17
378317,JF-1900,RC-1300,0
378450,JF-1900,WG-0500,12
378488,JC-6200,CG-0200,4
378555,JD-1400,JB-1500,34
378606,KC-2000,FB-0400,23
378817,TT-0900,SC-1400,0
378851,PR-0300,PS-1000,50
378977,BF-0100,PP-0800,9
379028,BF-0100,TM-1900,36
379045,JL-2800,HP-0100,6
379083,JL-2800,DR-1100,6
379095,JL-2800,KR-0500,0
379151,MR-2500,AT-0100,0
379164,MR-2500,RB-0700,-2
379191,BG-1900,DF-1600,1
379732,AR-1300,RN-0300,0
380062,KW-0500,CG-2800,-2
380279,MC-0700,GW-1500,5
380285,JR-3500,JW-3100,16
380460,EM-0200,TN-0400,2
380533,EM-0200,TN-0400,0
380587,DJ-0200,SJ-0700,0
380593,KD-1400,AS-0100,50
380607,DM-2200,BM-1100,98
380652,KD-1400,SB-1200,17
380662,KK-1200,BM-1100,24
380822,DG-0600,KR-0300,35
380850,TR-0800,ER-0100,0
380925,TR-0800,ER-0100,29
381036,KD-1400,LH-0300,50
381104,KD-1400,LH-0300,10
381129,KD-1400,LH-0300,27
381148,BG-1000,BJ-1500,0
381167,TT-0900,AG-1200,55
381244,CP-0900,JP-0100,0
381272,TT-0900,NJ-0300,0
381315,TT-0900,RH-2200,16
381428,BR-1100,MG-1800,32
381477,BR-1100,MG-1800,83
381621,ML-1000,EH-0800,-7
381668,DO-0300,JD-0400,0
381733,DO-0300,UY-0100,0
381858,SH-1100,OA-0200,0
381881,SH-1100,RB-1400,0
381914,SH-1100,RB-1400,5
381976,MB-4800,TB-2800,0
382095,JG-0600,SC-1400,3
382121,JG-0600,AC-1000,59
382182,BF-0100,JW-5300,2
382279,BF-0100,JW-5300,0
382420,MS-0200,CJ-1600,12
382578,JC-6200,KM-2100,1
383103,AR-1300,AB-3300,-2
383181,KO-0700,CW-3700,22
383200,KO-0700,NC-0700,28
383258,BR-1100,SJ-0700,3
383326,BG-1000,TC-1100,18
383356,BG-1000,TC-1100,32
383913,JR-3500,SP-1300,84
383932,JG-0600,RB-0400,0
384066,TJ-0300,JB-8400,47
384310,MR-2500,JC-5500,16
384405,MR-2500,JW-0200,8
384458,DO-0300,CW-3700,23
384588,DO-0300,NC-0700,61
384652,DB-3800,CH-1600,16
384834,DG-0600,ER-0100,7
384909,DG-0600,ER-0100,38
384955,SH-1100,CR-1300,31
385072,SW-0100,RB-3400,0
385156,KW-0500,LT-0100,16
385240,SW-0100,DR-2800,44
385261,BF-0100,AG-1200,0
385314,BF-0100,PM-0800,25
385387,BF-0100,AG-1200,3
385469,TR-0800,SB-1700,23
385627,JC-6200,PO-0100,0
385649,JC-6200,LC-0300,4
385720,MR-2500,RB-3400,3
385787,KW-0500,CJ-0200,0
385833,MR-2500,DR-2800,0
386002,PR-0300,AB-1500,36
386102,CP-0900,JL-1200,20
386114,CP-0900,ER-0100,64
386133,CP-0900,FW-0400,12
386159,CP-0900,ER-0100,12
386266,TJ-0300,AS-0100,44
386283,DM-2200,CG-2800,0
386437,KC-2000,SR-1100,3
386572,JD-1400,DR-2800,19
386600,JD-1400,GH-0800,6
386635,KW-0500,JB-2000,4
386638,JD-1400,AR-1400,47
386663,JD-1400,RB-3400,0
386672,JD-1400,RH-2900,0
386718,EM-0200,AS-0100,25
386762,DM-2200,KD-1100,0
386786,DM-2200,FR-0100,17
386852,EM-0200,QM-0200,5
386956,PR-0300,LF-0500,0
387044,JF-1900,DT-1900,2
387172,JF-1900,TP-1600,40
387183,JF-1900,TC-1100,5
387214,DM-2200,AF-1000,27
387405,BR-1100,KD-0100,-1
387413,KW-0500,JH-2100,100
387532,KC-2000,TP-1600,16
387535,BR-1100,VF-0200,0
387584,BR-1100,CF-0500,80
387764,CP-0900,MP-1000,39
387904,JF-1900,DJ-1600,70
388014,JD-1400,SB-1700,19
388037,JD-1400,SB-1700,37
388084,DM-2200,JB-2000,10
388087,JD-1400,AJ-1600,11
388093,JD-1400,AS-0100,0
388124,MM-4700,JH-1000,2
388207,CP-0500,WW-0900,0
388300,CP-0500,TS-0700,5
388392,BQ-0100,CG-2800,0
388588,MS-0100,JB-8300,14
388606,MS-0200,LS-0800,0
388629,PM-0200,DC-4000,0
388820,DB-3800,AH-2700,26
388854,MS-4100,DS-1600,51
388898,MS-4100,SS-1100,13
388927,MS-4100,DS-1600,28
389114,KW-0500,PW-1200,4
389171,KW-0500,NC-0200,8
389311,JC-0500,CW-1200,0
389360,EM-0200,DH-0700,18
389410,MH-1600,JB-8400,0
389439,MH-1600,OA-0200,12
389595,JC-6200,NC-0700,31
389626,JC-6200,JJ-3700,2
389633,JC-6200,TW-2700,67
389723,JC-6200,AH-1000,29
389792,TB-2300,AS-0400,26
389896,JR-3500,QJ-0100,21
389976,PR-0300,MH-3700,7
390053,JR-3500,AC-1000,0
390083,MR-2500,RM-0800,13
390207,JD-1400,CH-4200,4
390249,MS-4100,CG-2400,13
390344,MS-4100,CG-2400,36
390404,CP-0500,CW-3700,22
390437,CP-0500,CW-3700,37
390707,DG-0600,DR-2800,7
390801,MC-0700,MH-3700,10
390831,MC-0700,MH-3700,-2
390915,TB-2300,DR-1100,0
391096,DB-3800,AJ-1600,3
391140,KK-1200,SS-1100,3
391216,KK-1200,DS-1600,97
391222,KK-1200,TP-2000,0
391281,KC-2000,EW-1400,13
391560,BL-0600,DW-2600,76
391569,BL-0600,BS-1500,27
391656,TE-0100,SP-1300,4
391837,SW-0100,DG-1300,0
391917,BR-1100,CT-1500,25
392192,BQ-0100,DM-0800,3
392297,PR-0300,DL-0300,0
392329,JF-1900,AC-1000,22
392348,PR-0300,AB-0600,4
392395,TR-0800,BJ-1600,34
392435,TR-0800,KP-0600,0
392485,TR-0800,KP-0600,22
392677,CP-0900,AB-1500,0
392683,BQ-0100,DF-1600,13
392767,DA-1300,BA-1500,0
392806,DA-1300,DL-0300,29
392814,DA-1300,ER-0100,9
392908,BR-1100,JJ-5000,30
393078,JC-0500,KS-1100,8
393157,MS-0200,RM-1300,0
393368,SH-1100,CG-2800,0
393408,BF-0100,SS-2500,2
393701,KC-2000,ES-1100,0
393784,MS-0100,CH-3800,24
393789,KC-2000,DH-1400,14
394104,KB-1300,CW-3700,0
394150,BL-0600,TT-1000,3
394380,TE-0100,WS-0800,0
394459,JC-6200,DH-2000,3
394539,SW-0100,LB-0900,0
394621,JR-3500,RH-2200,18
394632,JR-3500,AG-1200,30
394878,CH-2400,EW-0400,31
394939,PM-0200,AR-1400,28
394989,KW-0500,AB-1500,0
395032,KW-0500,MJ-0100,3
395121,JD-1400,MJ-0900,0
395208,JD-1400,TN-0400,27
395278,MS-4100,TH-0600,6
395454,CP-0500,BP-1000,0
395487,DA-1300,JJ-5000,32
395683,MS-0200,CJ-1600,0
395873,PM-0200,KL-1500,0
396016,KC-2000,GA-0200,22
396039,KC-2000,DC-4000,0
396136,EM-0200,BF-0800,5
396359,JF-1900,LB-0600,0
396481,JC-0500,AT-0100,16
396494,JC-0500,AT-0100,32
396524,JJ-3500,DH-0700,22
396564,JC-0500,AT-0100,13
396637,TE-0100,VD-0200,23
396689,TE-0100,WA-0200,21
396743,TE-0100,WA-0200,6
396780,MS-0100,DS-1600,99
396889,MS-0100,DS-1600,0
396897,MS-0100,RG-0600,25
396988,TR-0800,CB-0100,3
397163,KB-1300,PW-1200,23
397414,AR-1300,AW-1800,0
397554,JF-1900,JJ-5000,21
397563,CP-0500,ER-0100,52
397682,JF-1900,LH-0300,0
397792,DA-1300,JB-8800,14
397797,TE-0100,EW-1700,0
397930,JD-1400,DH-0700,44
398050,BR-1100,WP-0200,38
398106,DC-4400,RC-1300,0
398566,JJ-3500,AS-0100,31
398583,JJ-3500,AS-0100,15
398599,JJ-3500,SB-1700,0
398691,BF-0100,JL-0600,7
398757,KB-1300,TJ-2300,0
398803,SH-1100,BW-2200,-2
398904,MR-2500,DB-2800,31
399117,MS-0200,DR-2800,49
399205,KO-0700,RM-5000,0
399490,PM-0200,KB-2400,23
399547,KC-2000,TJ-1000,0
399859,MS-0200,CC-5000,18
399934,CP-0500,BC-3100,0
399952,DC-4400,CJ-0900,4
400048,DS-3800,AH-1000,0
400068,AR-1300,DL-1200,5
400078,DS-3800,AB-1600,0
400110,MB-4800,RM-1300,17
400200,DG-0600,JL-0600,21
400225,DG-0600,LL-1000,36
400539,EM-0200,JG-3600,11
400644,JC-5600,TP-1600,3
400716,BR-1100,BP-1000,32
400752,DA-1300,RC-1300,0
400840,JJ-3500,TD-0700,24
400872,JD-1400,BR-1600,2
400885,JD-1400,TJ-0200,26
400985,JC-0500,BF-0800,33
401087,JR-3500,AS-0100,-1
401141,JR-3500,QM-0200,16
401310,KW-0500,JB-0300,18
401372,MH-1600,AR-1400,29
401452,KC-2000,DB-6100,0
401524,VY-0100,PC-0300,2
401597,MS-0100,JB-8800,0
401651,MS-0100,GW-1400,0
401666,MS-0100,JB-8800,10
401685,MS-0100,RC-2400,0
401719,SW-0500,JW-2100,0
401730,RF-0500,DL-2300,0
401734,MS-0100,PP-0800,3
401761,JC-6200,TD-0900,5
401791,JC-6200,TD-0900,15
401830,MR-2500,ZB-0200,-2
401866,MR-2500,NV-0100,1
402130,JC-6200,LH-0300,22
402157,JC-6200,LH-0300,26
402173,JC-6200,CC-5000,20
402273,DA-1300,CW-3700,25
402512,AS-1600,EW-1400,16
402633,MC-0700,TD-1600,13
402639,MC-0700,PO-0100,34
402649,MC-0700,SG-1400,13
402843,BF-0100,KF-0400,82
402963,MB-4800,JL-0100,35
402976,MB-4800,KH-1000,6
403010,JJ-3500,BM-2000,39
403019,JJ-3500,BM-2000,31
403045,TB-2300,TJ-0200,0
403060,TB-2300,AT-0100,23
403088,JJ-3500,DB-6100,0
403189,JD-1400,JB-8800,37
403280,JD-1400,JB-8800,30
403327,JD-1400,GW-1400,-4
403355,JR-3500,JL-1200,44
403366,JR-3500,DR-1100,0
403531,MR-2500,MJ-0900,0
403637,MR-2500,OS-0200,0
403664,DB-3800,TC-3100,23
403697,DB-3800,RT-1400,0
403738,CH-2400,DS-1600,42
403750,DB-3800,NJ-0300,0
403819,CH-2400,TP-2000,54
403850,EM-0200,DR-2800,0
403873,KW-0500,TT-1000,13
403944,EM-0200,AW-1500,4
403996,EM-0200,AR-1400,1
404034,JC-0500,WW-0800,9
404334,MS-0200,JB-8800,0
404357,MS-0200,JB-8800,9
404456,RF-0500,JR-1300,19
404474,RF-0500,BC-3100,0
404512,DA-1300,DM-0200,35
404601,JC-6200,BP-1000,1
404617,DA-1300,CT-1500,21
404840,MS-4100,JB-8400,0
404910,MB-4800,DW-2400,0
405170,AS-1600,BS-0500,29
405476,JR-3500,AC-2400,16
405502,PR-0300,CJ-1600,20
405663,DG-0600,RH-2900,17
405734,DG-0600,CF-0500,35
405820,KW-0500,JP-2000,13
405830,KW-0500,TD-0700,0
405838,KW-0500,SM-0700,0
405886,KW-0500,SM-0700,23
405927,KW-0500,RM-0800,6
405937,EM-0200,AS-0100,37
406001,EM-0200,QD-0100,12
406150,DB-3800,BG-2100,0
406165,MR-2500,JG-3600,48
406229,MR-2500,TP-2000,18
406264,MR-2500,DS-1600,0
406290,MR-2500,RM-2800,18
406296,JC-0500,TH-1700,62
406547,ML-1000,ZB-0200,39
406560,JC-6200,MW-0700,18
406654,JF-1900,LH-0300,-2
406666,JF-1900,JJ-5000,0
406771,MS-0200,JP-4100,1
406832,PM-0200,BP-0900,36
406879,RW-1100,BP-0900,0
406902,MS-0200,CS-1300,8
407082,TB-2300,VD-0200,15
407262,AR-1300,EM-0100,36
407316,JF-3100,NC-0700,13
407349,AR-1300,AT-0100,15
407412,AR-1300,TJ-0200,35
407462,DB-3800,CG-0200,41
407605,MH-1600,LD-0400,29
407646,MS-4100,DH-2000,5
407664,MS-4100,DG-2400,7
407716,MS-4100,DH-2000,1
407746,MS-4100,MT-1900,0
407763,MS-4100,JW-5300,61
407840,PR-0300,MJ-1700,0
407902,PR-0300,TT-1000,33
407960,AS-1600,RH-2900,43
408061,AS-1600,CH-3800,0
408070,AS-1600,CF-0500,39
408099,DM-2200,GS-0900,0
408186,TR-0800,SB-1700,54
408204,DM-2200,MJ-0900,-2
408281,KO-0700,TC-1100,48
408340,BR-1100,AG-1200,21
408362,KO-0700,TP-1600,-2
408389,KO-0700,TC-1100,5
408433,JC-6200,AF-1100,10
408443,AS-1600,ZB-0200,0
408448,JC-6200,TB-2800,51
408473,JC-6200,DG-1300,2
408506,JC-6200,MR-1600,27
408548,JC-6200,ML-1600,0
408618,MR-2500,SM-0700,12
408695,MR-2500,RM-0800,28
408779,JF-3100,JT-0900,0
408866,CH-2400,QB-0100,3
409058,MS-0100,RM-1300,29
409149,MS-0100,QG-0400,37
409293,BR-1100,FR-0200,26
409381,DB-3800,OA-0200,9
409387,MB-4800,UY-0100,24
409453,DB-3800,JB-8400,17
409594,VY-0100,JB-8800,0
409670,TE-0100,VF-0200,26
409684,RF-0500,RH-2900,31
409817,CS-1700,DH-0700,30
409855,MC-0700,CJ-1600,0
409991,BG-1000,MB-4100,3
410019,BG-1000,MB-4100,10
410200,MH-1600,AR-1400,13
410211,MH-1600,AW-1500,4
410357,TR-0800,CW-3700,3
410542,DM-2200,AC-2400,0
410646,TB-2300,AB-1500,19
410650,PM-0200,LB-0600,0
410690,PM-0200,JW-3100,17
410802,BQ-0100,DL-0300,48
410810,BQ-0100,CC-0700,11
410963,JD-1400,NJ-0300,0
411066,PM-0200,DL-0300,14
411092,PM-0200,ER-0100,42
411182,JF-1900,GB-0700,8
411311,TR-0800,LF-0300,2
411337,JC-0500,AS-3100,-3
411377,MS-4100,EW-1700,47
411503,MS-4100,BP-1000,0
411649,AS-1600,NC-0700,10
411687,RF-0500,SC-1300,25
411710,DG-0600,GW-1400,27
411832,RF-0500,AS-2200,4
411912,BR-1100,AS-3600,2
411940,BR-1100,AS-3600,94
412148,MH-1600,AA-1000,0
412169,EM-0200,BG-2100,9
412400,JF-3100,MJ-0600,14
412445,JF-3100,JV-0500,6
412492,JF-3100,CR-0700,33
412573,MB-4800,AW-1500,0
412723,KO-0700,AC-2400,1
412833,MS-0100,LB-0600,53
412867,MS-0100,LB-0600,7
412935,MS-0100,LB-0600,0
412947,MS-0100,BM-2000,4
413107,BG-1000,JJ-5000,2
413135,CP-0500,NA-0200,0
413194,DM-2200,ZB-0200,0
413307,JC-6200,SJ-0700,0
413500,MS-4100,NC-0700,0
413531,MS-4100,TW-2700,6
413552,MS-4100,CW-3700,0
413622,MS-4100,CW-3700,38
413879,KO-0700,TT-1000,24
413941,EM-0200,AG-1200,6
414137,RW-2600,CD-2000,0
414195,RF-0500,YB-0100,3
414264,CH-2400,DF-1200,7
414273,CH-2400,DW-2600,28
414282,CH-2400,CM-0100,0
414479,PM-0200,BC-3100,35
414517,PM-0200,BM-0800,0
414536,MS-0200,AB-1500,0
414578,MS-0200,CS-1300,27
414679,JC-6200,CG-2800,0
414689,JC-6200,JA-0900,-4
414783,JD-1400,DR-1100,67
414828,JD-1400,DR-1100,0
414835,JD-1400,KR-0500,11
414876,MS-0100,CG-0200,2
414912,JD-1400,KR-0500,6
414994,JC-0500,AS-0100,0
415006,JC-0500,AS-0100,17
415053,DM-2200,JT-3700,3
415169,KB-1300,JW-5300,65
415198,KB-1300,JB-0300,0
415442,MC-0700,QJ-0100,0
415894,DD-1700,PK-0300,26
415932,TB-2300,MM-2700,8
416034,TB-2300,DS-1600,38
416197,RF-0500,DR-1100,0
416317,CR-0600,SB-1700,83
416329,CR-0600,SJ-0700,37
416382,JF-3100,CG-1400,12
416410,MM-4700,GH-0700,20
416451,JF-3100,JB-2000,18
416469,JF-3100,JB-2000,18
416488,JF-3100,CH-1600,0
416518,JF-3100,CG-0200,12
416659,KB-1300,HH-0300,0
416705,CP-0500,WP-0200,3
416723,MS-4100,JF-0300,45
416816,MS-4100,TN-0300,2
416819,CP-0500,AH-2700,0
416904,VY-0100,JL-0100,10
417021,RG-2300,AS-2200,30
417102,MS-0200,JD-3300,27
417143,CB-3600,GA-0200,1
417176,KO-0700,MB-4100,0
417268,MC-0700,AG-1200,8
417279,MC-0700,RH-2200,0
417408,CH-2400,BM-2000,19
417484,TB-2300,VD-0200,0
417518,TB-2300,CC-5200,2
417589,BR-1100,HE-0200,0
417757,DB-3800,KM-2500,14
417838,JC-0500,JV-0500,8
418104,EM-0200,MJ-0900,0
418443,BF-0100,KD-0100,11
418459,BF-0100,MA-0100,17
418535,AR-1300,TZ-0100,-8
418540,JF-1900,NC-0700,25
418627,AR-1300,JJ-2700,8
418657,JF-1900,TW-2700,0
418662,JF-1900,AH-1800,13
418972,CR-0600,JV-0500,11
419064,DC-4400,CC-0700,13
419123,DC-4400,TZ-0100,21
419181,JC-6200,CW-3700,9
419264,JC-6200,NC-0700,31
419412,MS-0200,MT-1900,4
