pid,psr,ints,iry
240579,SM-2400,KW-2600,0
240744,KC-2000,LM-0400,17
240992,DC-0700,EW-0300,57
241001,TG-1600,LS-0100,29
241100,BJ-1400,NC-0700,0
241136,BF-0100,DE-0300,51
241199,BF-0100,BW-2200,2
241247,DB-2600,CB-0100,65
241276,DB-2600,NF-0200,1
241286,JP-3200,TN-0400,4
241407,JH-1700,DH-0700,34
241477,MV-0300,NW-0200,20
241492,JG-0600,JW-1600,19
241611,KW-0500,DG-2400,0
241871,JL-2800,CG-0200,0
241933,KB-1300,DO-0200,0
241970,KB-1300,IO-0100,15
242004,CP-0500,DS-0400,35
242130,RF-0500,MC-2100,6
242159,DC-0700,PT-0600,15
242246,TB-2300,GW-0600,3
242264,TB-2300,GW-0600,23
242368,TB-2300,GW-0600,0
242376,TB-2300,SK-0500,0
242416,TD-1400,AW-1800,0
242435,BJ-1400,CC-5000,24
242504,CF-1300,DS-1600,18
242517,TD-1400,DS-1600,6
242572,GF-0400,SS-0700,33
242627,KC-2000,TT-1400,0
242709,KC-2000,LS-0300,16
242794,BF-0100,ML-1600,0
242890,BF-0100,RH-2900,0
242992,MH-1600,BA-0300,4
243006,EM-0200,MB-3100,40
243174,KO-0700,BK-0600,0
243329,KD-1400,KB-2400,16
243343,SM-2400,SS-2500,61
243393,KD-1400,RH-2300,14
243574,DB-3800,CR-1300,14
243607,DB-3800,SS-2600,2
243618,DB-3800,WH-0200,0
243804,PM-0200,TP-1600,36
243857,BR-1100,MD-0800,8
243913,BR-1100,JD-0400,0
244080,DC-0700,AT-0400,20
244164,JD-1400,BS-1500,15
244252,MV-0300,RM-0500,10
244264,MV-0300,MM-2400,27
244275,KO-0700,MR-1600,6
244350,BF-0100,CT-1500,95
244420,BF-0100,NV-0100,45
244502,DG-0600,BR-1500,0
244741,JG-0600,CC-1500,0
244916,JP-3200,PS-1000,0
244922,TG-1600,CB-0100,10
244973,JP-3200,KM-2100,0
245000,TG-1600,DW-3300,28
245164,JL-2800,SM-0200,11
245224,SR-1200,AS-0400,0
245399,BB-2400,EH-0800,0
245430,AB-2900,RB-0700,42
245456,AB-2900,RB-0700,2
245492,AB-2900,DJ-0300,21
245544,AB-2900,RB-0700,26
245603,EM-0200,AG-0800,0
245658,EM-0200,AG-0800,0
245671,DB-2600,JB-8400,0
245708,DB-2600,BA-0300,15
245779,BR-1100,BS-2000,16
245842,BR-1100,DO-0200,37
245861,BR-1100,OT-0200,5
245969,KW-0500,MA-0200,0
245981,AS-1600,JD-0200,7
246022,KW-0500,KL-0700,2
246036,AS-1600,RG-2000,11
246049,AS-1600,EG-0800,13
246201,RF-0500,CR-1300,0
246337,KC-2000,CH-1900,70
246384,MM-2800,AD-1700,72
246407,MM-2800,LT-0100,38
246425,KD-0600,MB-3100,32
246515,KD-0600,JW-4600,6
246530,KW-0500,ST-0100,2
246537,MB-4500,AR-1400,29
246551,MB-4500,DM-0100,19
246587,MB-4500,AW-1500,36
246696,JL-2800,AS-0100,0
246760,TB-2300,NC-0200,0
246774,TB-2300,LF-0300,20
246775,JL-2800,EH-0800,0
246826,JL-2800,JS-0300,39
246951,JD-1400,RB-0700,35
247027,CP-0500,AD-0300,14
247090,CF-1300,DO-0200,9
247379,KB-1300,NF-0200,0
247420,KB-1300,CB-0100,10
247694,RF-0500,BW-2200,0
247703,RF-0500,AW-1800,0
247739,RF-0500,BW-2200,31
247769,RF-0500,FS-0400,0
247796,RF-0500,DS-1600,0
247851,MT-2100,TL-0500,15
247959,MT-2100,DB-0900,0
248112,EM-0200,SB-1700,0
248126,EM-0200,ML-1600,13
248147,EM-0200,BD-0700,0
248349,DB-3800,ZT-0100,0
248520,AS-1600,LT-0100,14
248547,MH-1600,BT-0800,0
248934,BF-0100,DB-2800,28
248996,MV-0300,JC-5500,19
249544,EM-0200,DM-1000,0
249601,TG-1600,JB-8400,16
249636,JG-0600,JT-2700,0
249670,JG-0600,DO-0200,9
249678,CP-0500,AG-1200,21
249688,CP-0500,DB-2800,4
249690,JG-0600,TJ-0800,0
249837,JM-2900,GE-0100,2
249885,DC-0700,OH-0500,3
249903,JN-0500,CB-3200,5
249952,PM-0200,DF-1200,10
250044,DB-3800,GB-0700,19
250084,DB-3800,NH-0300,0
250104,PM-0200,QJ-0100,14
250256,AS-1600,KW-2600,4
250360,GF-0400,DB-0900,13
250510,BJ-1400,JP-3600,0
250537,BJ-1400,DT-1900,0
250658,TB-1900,MM-3400,47
250674,TB-1900,AW-0300,0
250685,TB-1900,CG-0200,52
250743,TB-1900,KL-1500,0
250747,JD-1400,TS-1800,0
250868,KC-2000,LB-0600,6
250899,CF-1300,RH-2200,0
250970,MM-2800,PT-0600,0
251028,MM-2800,DG-3000,0
251043,RF-0500,BD-0700,24
251065,MM-2800,MF-1800,6
251267,DB-2600,CG-2900,0
251335,DB-2600,MW-0800,41
251410,DB-2600,DP-0600,20
251508,RG-2300,KC-0300,0
251516,MV-0300,MG-1500,14
251536,MV-0300,NV-0100,0
251615,BF-0100,SR-1100,0
251639,BF-0100,DS-0400,24
251713,AR-1300,CW-2400,0
251793,MM-2800,KD-0100,11
251850,JM-2900,SB-1700,7
251949,DB-2600,KL-1500,8
252038,JD-1400,RW-3100,6
252097,CP-0500,TV-0200,42
252109,KH-2100,KK-0100,0
252234,CP-0500,TM-1900,46
252439,JP-3200,SS-0700,2
252470,KC-2000,NF-0200,0
252711,DC-0700,TC-2700,14
252829,DB-3800,PS-1000,0
252941,SM-2400,DS-3200,0
252952,SM-2400,SM-0200,0
252999,GF-0400,LT-0300,0
253082,JH-1700,FT-0200,0
253488,JM-1100,SS-2500,0
253519,JM-1100,BE-0400,3
253575,CS-1700,KB-2100,17
253595,CS-1700,DH-0700,65
253744,MB-4500,CB-1600,31
253779,EM-0200,LM-0400,27
253952,RG-2300,MR-1600,12
253954,BF-0100,CT-1500,0
253988,BF-0100,LB-0900,10
254004,BF-0100,CH-1600,0
254044,BF-0100,CH-1600,0
254170,KB-1300,DS-1600,11
254226,BB-2400,AS-0100,0
254228,TB-2300,TL-0500,74
254685,PR-0300,CC-4700,48
254784,MV-0300,CG-0200,0
254941,KB-1300,BR-1500,37
254960,CF-1300,ER-0100,23
255029,KB-1300,BR-1500,13
255133,SW-0100,AH-1000,8
255177,BF-0100,JW-4600,0
255261,JS-5100,JD-0200,15
255263,JM-2900,GG-0200,16
255392,MM-1500,RM-1300,9
255599,JK-1500,SK-0500,12
255630,JK-1500,PS-1000,4
255852,TB-2300,LS-0300,0
256037,KH-2100,TL-0500,12
256061,KH-2100,MB-4000,33
256068,KH-2100,TL-0500,42
256175,KH-2100,TL-0500,2
256268,MB-4500,RH-2900,0
256316,MM-2800,LM-0400,4
256351,KD-0600,RC-1300,4
256435,BR-1100,BW-0200,22
256491,BR-1100,AG-1200,0
256554,AS-1600,GE-0100,0
256625,TB-0200,MA-0200,40
256688,TB-0200,MA-0200,-4
256700,TB-1900,WA-0100,0
256765,TB-1900,JB-4100,18
257007,DB-2600,OA-0200,42
257017,DB-2600,CI-0400,19
257132,BL-0600,AS-0100,73
257190,CS-1700,LA-0600,21
257304,MB-4500,BK-0600,3
257315,CS-1700,MW-0800,13
257439,JK-1500,JF-0500,22
257463,JK-1500,TP-1600,4
257557,EM-0200,KL-1500,14
257565,EM-0200,MM-2400,1
257583,EM-0200,MM-2400,-10
257657,JP-3200,AS-0100,0
257714,TB-2300,CB-0100,100
257753,TB-2300,JL-3400,5
257974,JD-1400,BU-0200,20
258082,RG-2300,KL-1500,1
258113,BR-1100,CJ-2500,5
258313,JP-3200,IT-0100,1
258360,JP-3200,LF-0500,14
258429,JD-1400,LT-0100,21
258440,JD-1400,MM-0800,32
258529,JD-1400,MB-3100,14
258622,BR-1100,MB-3100,0
258669,BR-1100,KH-1600,76
258701,MH-1600,IT-0100,24
258872,DC-4400,TP-1600,0
258880,DC-4400,JP-3600,42
259015,JD-1400,JW-1600,-5
259090,CS-1700,CM-1200,60
259122,CS-1700,HN-0300,60
259170,CS-1700,ER-0100,3
259329,TB-2300,DW-2600,10
259430,TG-1600,MW-2000,-1
259549,JP-3200,TH-1700,14
259628,JP-3200,CC-1500,17
259652,JP-3200,FB-0700,20
259683,DB-3800,SJ-0700,10
259704,CF-1300,SF-0800,19
259811,CF-1300,JB-7500,14
259878,VY-0100,AD-1700,0
259889,KC-2000,AD-1700,0
259902,KC-2000,KR-0500,25
260020,DM-2200,JS-3100,11
260313,RG-2300,NB-0100,0
260412,BF-0100,CT-1500,13
260421,BF-0100,DM-0200,15
260515,BL-0600,RW-3100,0
260521,DB-2600,RM-1300,16
260582,DB-2600,NG-0500,6
260603,DB-2600,MP-1000,15
260886,PM-0200,RM-3400,16
260922,EM-0200,NH-0300,4
261298,DC-4400,AC-2500,0
261494,BJ-1400,KL-1500,13
261566,CP-0500,AD-0300,0
261629,CF-1300,BS-2000,5
261695,CF-1300,LJ-0800,2
261712,CP-0500,LB-0600,35
262065,DB-3800,AH-1000,0
262147,BF-0100,OS-1000,0
262357,EM-0200,JT-3400,17
262513,AW-0400,RL-0600,27
262548,AW-0400,AT-0400,7
262549,SM-2400,KM-3000,31
262585,AW-0400,RP-2000,54
262636,CS-1700,DH-0700,18
262674,CS-1700,JW-1600,3
262684,MV-0300,DB-4200,63
262728,CS-1700,DH-0700,60
262791,KW-0500,MB-3100,1
262822,MH-1600,GH-0800,0
262897,MH-1600,AW-1500,0
263149,JP-3200,GW-0600,0
263344,TB-2300,DB-0900,0
263393,CP-0900,TB-3400,8
263497,KC-2000,SM-2600,10
263513,KC-2000,QJ-0100,11
263687,MB-4500,RW-3100,0
263754,BL-0600,CH-0100,0
263862,BR-1100,RM-1300,19
263881,BR-1100,RM-1300,21
263887,CS-1700,CG-0200,11
264101,RG-2300,DS-3100,30
264154,RG-2300,AW-1800,7
264224,CP-0500,DT-1900,0
264235,BR-1100,MW-2000,9
264288,CP-0500,IT-0100,34
264302,BR-1100,DO-0200,42
264366,BR-1100,KK-0100,22
264401,JK-1500,MM-0800,29
264565,BL-0600,JD-0400,16
264685,BL-0600,MD-0800,16
264806,JL-2800,DB-0900,0
264868,KC-2000,ZT-0100,-4
265002,KC-2000,TD-0200,-2
265154,DC-0700,KW-2600,0
265306,CF-1300,CM-1200,0
265323,MH-1600,CW-1200,0
265326,EM-0200,KH-0300,37
265351,EM-0200,KH-0300,26
265379,EM-0200,MB-3100,0
265454,MH-1600,FR-0100,1
265458,MH-1600,RM-3400,27
265724,KW-0500,OA-0200,0
265733,KW-0500,FB-0700,0
265764,KW-0500,DC-2400,0
266199,MV-0300,AW-1500,99
266246,KW-0500,DH-0700,37
266283,ML-1000,MB-2700,4
266299,DB-2600,CH-3800,0
266374,VY-0100,AG-0800,7
266427,VY-0100,BJ-0700,15
266553,CP-0900,RB-2300,0
266649,DC-0700,WA-0200,11
266883,BJ-1400,AC-2500,0
266899,BJ-1400,LF-0300,12
267121,PR-0300,BS-1300,24
267154,SM-2400,QJ-0100,11
267226,SM-2400,DE-0400,5
267317,AS-1600,SK-0500,27
267402,AS-1600,TL-0500,-5
267442,JK-1500,OA-0200,1
267577,JK-1500,JC-1300,3
267622,CF-1300,NA-0200,0
267628,AW-0400,SJ-0700,19
267730,CF-1300,NA-0200,0
267748,MB-4500,RM-1300,28
267854,BL-0600,PD-0100,0
267944,TB-2300,TJ-0800,3
268129,MH-1600,RM-0500,39
268143,MH-1600,RM-0500,40
268360,BF-0100,LR-0100,-12
268373,BF-0100,ML-1600,21
268469,JL-2800,LB-0900,18
268494,JL-2800,RM-0500,7
268509,JL-2800,AB-3300,18
268601,CF-1300,RM-0800,30
268729,CF-1300,MM-3400,3
268774,JK-1500,NH-0400,2
268797,BJ-1400,JF-2100,29
268892,JK-1500,EH-0400,45
268900,JK-1500,DS-1600,0
268948,JH-1700,AS-0100,26
269036,JH-1700,AS-0100,2
269480,VY-0100,MD-0800,31
269522,PM-0200,CH-3800,5
269840,ML-1000,TL-0500,0
269878,CP-0900,BW-2200,4
269920,CP-0900,TC-2700,16
269964,CP-0900,DG-2400,1
270055,AS-1600,SR-1300,6
270111,AW-0400,WH-0200,0
270131,AW-0400,CW-2400,43
270142,MT-2100,WH-0200,3
270165,MT-2100,WH-0200,2
270210,DB-2600,BD-0700,0
270330,DB-2600,LS-0800,0
270349,DB-2600,LS-0800,102
270360,PR-0300,RC-1300,-1
270447,BR-1100,DF-1200,3
270488,BR-1100,MM-2400,0
270533,JP-3200,SR-1100,-8
270574,SM-2400,CB-0100,0
270628,SM-2400,DW-3300,0
270643,SM-2400,DF-1600,45
270678,JL-2800,TH-2200,7
270786,JK-1500,KS-1100,0
270821,JD-1400,DL-0300,0
270824,SM-2400,CB-2700,0
270894,JD-1400,CM-1200,0
270901,KB-1300,RM-0800,28
271044,BG-1000,KK-0100,0
271246,DC-0700,GE-0200,-1
271254,DC-0700,AH-2700,4
271313,EM-0200,DW-3800,9
271317,MV-0300,SM-0200,24
271330,EM-0200,DH-0700,16
271504,DB-3800,LS-0800,29
271550,DM-2200,SF-0800,0
271591,DB-3800,DW-0400,6
271787,MB-4800,LT-0100,19
271969,MB-4500,LT-0300,11
272057,DH-4300,TP-1600,49
272117,BC-2800,RW-0500,30
272125,BC-2800,BM-1300,39
272149,JH-1700,AD-1700,-3
272159,JH-1700,VH-0300,9
272362,AS-1600,LC-0300,1
272513,AW-0400,CB-0100,0
272618,RG-2300,AF-1000,44
272632,RG-2300,GH-0800,24
272732,RG-2300,DD-2000,-1
272743,RG-2300,RG-2000,7
272916,JD-1400,KK-0100,0
272992,JK-1500,KR-0500,0
272999,CP-0900,TH-2200,0
273005,JK-1500,JV-0500,0
273120,JH-1700,BP-1100,21
273133,JH-1700,NB-0100,3
273174,JH-1700,CW-3700,23
273500,JL-2800,AS-0100,5
273607,DM-2200,JB-4100,27
273616,DM-2200,RB-0700,37
273675,DM-2200,RB-0700,66
273754,MV-0300,TP-1600,2
273814,MV-0300,JF-0500,1
273934,PR-0300,GW-0600,29
274106,JP-3200,GB-0300,10
274197,CF-1300,CB-0100,30
274200,JP-3200,AD-0300,19
274272,ML-1000,TS-0200,5
274325,AW-0400,AW-1500,12
274333,ML-1000,TP-1900,0
274372,RC-3100,RG-2000,0
274503,SW-0100,CG-2800,0
274568,SW-0100,EH-0400,3
274786,EM-0200,TN-0400,0
274805,DB-2600,SM-0200,4
274816,TR-0800,AP-1200,6
274866,TR-0800,FR-0100,11
274882,TR-0800,KD-1100,96
275058,ML-1000,CW-3700,0
275252,RB-4900,RL-0600,0
275280,DB-3800,RP-2000,12
275319,DB-3800,DL-0300,12
275357,DB-3800,DL-0300,16
275404,DC-0700,CH-3800,14
275481,SR-1200,AJ-1200,21
275810,SW-0100,PS-1000,0
275858,SW-0100,JA-0900,3
275894,AS-1600,BU-0200,0
275943,AS-1600,RM-0500,0
276524,CP-0900,SJ-0700,3
276549,CF-1300,ES-1100,0
276619,CP-0900,SJ-0700,4
276652,BR-1100,FW-0400,0
276661,BR-1100,NA-0200,24
276749,BR-1100,KM-3000,1
276761,BR-1100,CC-0700,100
276775,AW-0400,JP-3600,7
276829,TR-0800,CG-0200,2
276942,JD-1400,RW-3100,0
276981,TB-2300,DS-1600,0
276993,BJ-1400,RH-1100,2
277008,BJ-1400,CS-1100,0
277082,BJ-1400,MV-0400,2
277115,BB-2400,EH-0800,70
277172,MV-0300,DB-2800,8
277233,JK-1500,JB-0200,6
277278,MV-0300,KK-0400,0
277290,CP-0500,SR-1100,24
277435,CP-0500,CM-1200,20
277638,BF-0100,LF-0300,17
277748,BF-0100,KS-1100,76
277837,EM-0200,GE-0100,2
278124,RG-2300,JT-0900,20
278139,JH-1700,AB-3300,4
278182,RG-2300,JA-1000,7
278193,JH-1700,NV-0100,1
278215,RG-2300,RH-2200,12
278435,VY-0100,RM-1300,0
278464,VY-0100,RM-1300,55
278507,VY-0100,SS-2700,55
278658,BJ-1400,WH-0200,4
278661,AS-1600,AW-1800,0
278752,CF-1300,DE-0400,-2
278946,BR-1100,CB-0100,5
278981,BR-1100,CB-0100,0
279055,BR-1100,CC-4700,0
279068,TB-2300,AB-1500,38
279134,TB-2300,BS-0500,0
279189,PM-0200,CS-1100,32
279191,TB-2300,CJ-2500,3
279221,TB-2300,CJ-2500,3
279440,SM-2400,LT-0300,3
279510,SM-2400,LT-0300,0
279513,VY-0100,ER-0100,-6
279724,RG-2300,MK-0900,32
279735,EM-0200,CT-1500,11
279860,EM-0200,CH-1600,16
279926,MV-0300,SJ-0700,10
279995,MV-0300,BP-1000,0
280188,BJ-1400,PD-0300,0
280230,DG-0600,MG-1700,0
280283,DG-0600,DF-0100,0
280318,DG-0600,AW-0800,21
280354,DG-0600,DR-2600,0
280756,CP-0900,AH-2000,0
280848,TB-2300,EC-0300,3
281201,JK-1500,KL-0700,24
281328,MB-4500,SB-1700,70
281378,JP-3200,NA-0200,9
281391,JP-3200,FW-0400,7
281474,JP-3200,FW-0400,-3
281626,ML-1000,AA-2000,2
281635,ML-1000,PW-0600,24
281765,MB-4800,KH-0300,0
281900,BG-1000,KL-1500,0
281903,JD-1400,RB-0700,0
281906,BG-1000,SW-1500,0
282145,DC-0700,NC-0200,0
282234,JL-2800,DR-2600,9
282337,CP-0900,BU-0200,36
282389,CP-0900,NV-0100,3
282500,DB-3800,MW-2000,25
282536,DB-3800,KK-0100,0
282562,CP-0500,MS-1700,0
282596,DB-3800,EK-0400,52
282648,TR-0800,NH-0300,-5
282667,PM-0200,RW-3100,6
282702,PM-0200,KB-2500,39
282893,JH-1700,AW-1800,26
282929,BJ-1400,JT-0900,51
283252,AB-2900,JP-0100,0
283290,BR-1100,DH-3900,57
283295,BR-1100,WM-0500,0
283315,BR-1100,DH-3900,21
283424,JD-1400,JC-1300,36
283524,MB-4800,CM-3200,13
283545,KJ-0700,TH-1700,6
283588,DM-2200,ST-1200,0
283815,BG-1000,SS-2600,4
283917,JK-1500,AF-1000,17
284066,SW-0100,KL-0700,0
284087,SW-0100,WH-0200,0
284187,SW-0100,WH-0200,5
284215,PR-0300,NF-0200,0
284285,PR-0300,DW-3300,31
284337,JP-3200,DF-1200,23
284416,EM-0200,DG-2400,24
284493,EM-0200,CI-0100,0
284589,JK-1500,RH-2200,21
284607,JH-1700,TH-2200,1
284718,BG-1000,RW-3100,27
284775,BG-1000,AA-2000,0
284826,JP-3200,TL-0500,0
284950,TG-1600,DW-3300,6
285070,ML-1000,DS-3100,4
285150,ML-1000,DS-3100,0
285157,JD-1400,VF-0100,-4
285282,JC-0500,RM-0800,1
285309,JD-1400,ST-0100,25
285320,RG-2300,AS-0100,0
285325,TB-2300,CT-1500,5
285430,RG-2300,AS-0100,27
285433,TB-2300,CT-1500,3
285474,RG-2300,AS-0100,-1
285554,CF-1300,KK-0100,2
285581,CF-1300,TJ-0800,14
285585,CP-0500,BR-1500,6
285588,CF-1300,TJ-0800,0
285625,CF-1300,KK-0100,0
285737,DC-0700,KR-0500,9
285817,JL-2800,DW-2000,2
286223,EM-0200,AJ-1200,26
286267,EM-0200,AJ-1200,0
286305,HB-0100,NH-0300,19
286387,PM-0200,LS-0800,25
286558,BR-1100,CI-0400,0
286575,BR-1100,BS-1300,7
286588,MB-4800,ML-0500,0
286635,AS-1600,TH-1700,0
286734,AS-1600,OA-0200,7
286851,PR-0300,NA-0200,10
286856,AB-2900,QJ-0100,35
286885,AB-2900,DF-1200,-2
286891,MH-1600,CW-3700,0
286905,MH-1600,AH-1000,5
286927,BF-0100,KH-1600,0
286930,MH-1600,CW-3700,3
287048,BF-0100,MT-1900,0
287055,BF-0100,KJ-0500,0
287296,MB-4800,AW-1500,35
287362,MB-4800,DM-0100,56
287402,MB-4800,GH-0800,0
287487,JC-0500,CD-0700,41
287550,JC-0500,CC-5000,28
287590,TR-0800,MK-0900,12
287606,TR-0800,WD-0500,1
287805,JK-1500,AS-0100,0
287830,TB-2300,DB-2800,5
287871,JK-1500,MV-0400,6
287888,JK-1500,MV-0400,1
287913,PM-0200,PS-0400,13
287915,VY-0100,JD-0400,0
287966,PM-0200,KB-2400,0
287983,VY-0100,MJ-0100,24
288090,JH-1700,GS-0900,8
288106,JH-1700,RM-1300,7
288275,TG-1600,DH-3900,0
288331,DA-1300,KM-2100,23
288366,BJ-1400,DM-0200,11
288369,RG-2300,NH-0400,11
288387,RG-2300,AW-1800,0
288444,RG-2300,BL-0500,0
288445,BJ-1400,LB-0900,0
288459,BJ-1400,RM-0500,54
288462,BJ-1400,BU-0200,2
288585,BF-0100,AD-1700,0
288618,CP-0900,CW-3700,0
288631,CP-0900,PD-0300,7
288668,BF-0100,KR-0500,12
288689,JL-2800,QJ-0100,0
288835,JL-2800,CH-1900,22
288940,AS-1600,MM-2700,54
288968,AS-1600,MM-2700,0
288999,AS-1600,JB-7500,0
289010,BR-1100,DB-4200,9
289028,BG-1000,LF-0500,11
289109,BG-1000,BM-1300,0
289138,BG-1000,CK-1100,12
289206,AB-2900,DM-1000,19
289315,AB-2900,DR-3700,16
289378,JC-6200,DT-0100,25
289422,MH-1600,CB-0100,0
289457,JC-6200,JB-0300,20
289629,JD-1400,BD-0700,38
289645,JD-1400,LS-0800,0
289768,DA-1300,AS-2200,20
289861,MV-0300,PB-0800,0
289986,TG-1600,ER-0100,11
290013,TG-1600,ER-0100,0
290178,CP-0900,NC-0200,58
290240,CP-0900,LF-0300,1
290301,DG-0600,MG-0800,0
290328,PM-0200,GS-0900,-2
290459,JK-1500,DS-3100,47
290478,BJ-1400,JF-2100,88
290538,JK-1500,CG-2800,4
290578,JK-1500,DS-1600,10
290775,TR-0800,OS-1000,10
290866,TR-0800,JC-5500,0
291005,CW-1300,GW-1500,25
291026,CW-1300,GW-1500,0
291047,CW-1300,KD-1100,4
291087,CP-0500,NA-0200,0
291128,AB-2900,BS-2000,0
291146,CP-0500,NA-0200,16
291220,CP-0500,FW-0400,0
291258,JC-0500,OG-0200,16
291277,JC-0500,ML-1600,84
291500,VY-0100,DF-0100,0
291657,AS-1600,NC-0700,5
291690,AS-1600,AH-1800,25
291728,ML-1000,JP-2500,-4
292214,MB-4800,CT-1500,0
292312,MH-1600,MR-1600,27
292368,MH-1600,SS-2500,0
292417,MV-0300,DW-1100,41
292427,TR-0800,MB-2700,40
292541,MS-0200,PW-0600,0
292562,DA-1300,DL-0300,37
292593,KB-1300,LB-0600,13
292650,DA-1300,CM-1200,10
292720,JK-1500,AH-1000,34
292746,BF-0100,JF-2100,5
292812,JK-1500,CW-3700,18
292815,BF-0100,PL-0200,0
292827,BF-0100,DB-2800,0
292875,DC-0700,RS-0900,0
292886,DC-0700,JS-0300,21
292971,DC-0700,EH-0800,9
292982,DC-0700,AS-0100,33
293025,DG-0600,AJ-1200,83
293113,DG-0600,CH-3800,61
293153,DG-0600,RH-2300,9
293231,JH-1700,NC-0200,22
293264,JH-1700,KE-0400,7
293450,CP-0900,NH-0400,7
293460,TJ-0300,DB-0900,0
293532,EM-0200,BD-0700,0
293600,JG-0600,WD-0500,29
293619,EM-0200,TC-2000,19
293761,CW-1300,AS-2200,20
293791,BB-1200,IT-0100,0
293940,TR-0100,CH-1600,3
294126,DB-3800,CR-1300,0
294162,ML-1000,CB-0100,5
294231,JC-6200,RG-2000,23
294298,ML-1000,CB-0100,32
294329,TG-1600,DE-0400,8
294350,PR-0300,TH-0200,-9
294448,PR-0300,GW-0600,10
294485,AB-2900,FB-0700,-3
294602,AW-0400,RB-1400,16
294611,AW-0400,DC-2400,0
294895,TJ-0300,CW-3700,14
294905,BF-0100,FS-0400,47
294908,BF-0100,DS-1600,0
295039,AW-0400,JP-0100,30
295086,AW-0400,JP-0100,0
295093,TG-1600,NA-0200,0
295180,SM-2400,DT-1900,6
295222,SM-2400,BM-1300,0
295245,BR-1100,DL-0300,36
295256,BR-1100,ER-0100,37
295327,MV-0300,KL-1500,0
295408,MV-0300,SW-1500,1
296049,EM-0200,FT-0200,9
296096,DA-1300,JP-2700,16
296109,DA-1300,JP-2700,29
296131,TR-0100,DH-3900,8
296165,DA-1300,DB-4200,21
296170,DA-1300,PB-0800,0
296245,JL-2800,CH-3800,25
296362,JL-2800,RH-2300,11
296661,AS-1600,AR-1400,23
296696,JC-6200,DJ-0300,46
296699,CP-0500,DW-3300,0
296734,CP-0500,CB-0100,20
296890,MH-1600,CH-1900,6
296949,MH-1600,CH-1900,9
297083,JG-0600,AH-2700,37
297167,TR-0800,BD-0700,0
297182,TR-0800,LS-0800,1
297445,JC-0500,JB-2600,-7
297596,JM-1100,CG-0200,18
297670,CF-1300,CB-3200,0
297686,DC-0700,DH-3900,41
297843,JK-1500,PW-0600,21
297896,TR-0800,KK-0400,17
297968,TG-1600,RM-1300,0
298046,DG-0600,TL-0500,16
298080,TG-1600,DS-2700,4
298271,VY-0100,AS-0100,17
298305,VY-0100,AS-0100,11
298427,AB-2900,ES-1100,1
298473,BR-1100,TJ-0800,28
298767,TJ-0300,RB-1400,38
298818,TJ-0300,RB-1400,9
298939,PR-0300,MB-1200,11
299222,MS-0200,SC-1300,12
299269,SM-2400,LF-0300,0
299356,JL-2800,CM-1200,31
299395,JL-2800,SR-1100,44
299477,CL-0800,CJ-2500,8
299619,JP-3200,WH-0200,42
299632,AS-1600,CB-0100,70
299667,JC-6200,WH-0200,28
299792,BF-0100,NV-0100,7
299797,RG-2300,NC-0700,55
299815,RG-2300,CW-3700,3
299840,RG-2300,PD-0300,30
299864,BG-1900,AH-1800,6
299905,BG-1900,NC-0700,8
299962,PM-0200,TL-0500,43
299987,PM-0200,JP-0100,12
300003,PM-0200,TL-0500,0
300050,TG-1600,BS-0500,17
300067,TG-1600,AB-1500,16
300091,MH-1600,AH-2700,-4
300191,MH-1600,RW-3100,0
300387,CP-0900,AS-0100,36
300455,EM-0200,SB-1700,7
300610,PM-0200,ER-0100,0
300618,SM-2400,AB-1500,0
300686,PM-0200,ER-0100,0
300692,SM-2400,NH-0300,9
301001,RG-2300,PH-0900,16
301002,MH-1600,RM-0500,6
301116,TB-2300,DE-0400,9
301157,TB-2300,DF-1200,17
301186,PR-0300,RC-1900,0
301209,TB-2300,MM-2400,3
301383,DB-3800,NV-0100,0
301465,PM-0200,AS-0100,39
301596,TB-2300,MJ-0100,6
301607,PM-0200,CH-1600,6
301730,RG-2300,KH-1000,56
301736,RG-2300,BS-0500,38
301881,DB-3800,FK-0200,11
301925,DB-3800,MG-0800,83
301947,JH-1700,KW-1400,54
302012,TJ-0300,DH-0700,19
302064,JH-1700,AW-1800,14
302314,JC-6200,JL-1200,36
302319,JL-2800,ED-1000,27
302425,MS-0200,JP-0100,0
302466,DH-4300,DR-2600,-4
302526,DH-4300,TJ-2000,0
302539,JC-0500,RH-2200,24
302641,JC-0500,TD-0200,29
302858,DM-2200,NB-0100,2
302873,BF-0100,SB-1700,3
303019,CF-1300,DT-1900,21
303162,DA-1300,IT-0100,2
303214,VY-0100,RM-1300,23
303339,PR-0300,MB-4100,27
303380,RG-2300,MM-2400,2
303484,JK-1500,KM-3000,0
303545,JM-2900,TF-0500,12
303571,JK-1500,SR-1300,31
303613,JM-2900,DW-2400,28
303834,EM-0200,JR-1300,18
303920,TR-0800,GW-1500,10
304081,SM-2400,RG-0700,30
304107,KB-1300,MM-6100,0
304118,ML-1000,WH-0200,23
304272,ML-1000,SS-2500,0
304443,BR-1100,JL-1200,24
304584,CP-0500,SJ-0700,11
304658,DA-1300,DJ-0300,7
304751,CP-0500,LB-0600,0
304790,BF-0100,GW-1500,0
304891,EM-0200,CW-2900,9
305026,JD-1400,DR-2600,10
305185,PM-0200,CF-0500,14
305334,DB-3800,CJ-2500,0
305580,TG-1600,AH-2700,0
305658,TG-1600,KH-0300,35
305690,TG-1600,AH-2700,21
