pid,qtr,min,sec,dwn,yds,pts,player,type
402963,3,1,10,1,35,7,JL-0100,INT
402990,4,3,46,1,8,7,AC-2100,REC
402997,4,2,37,1,31,7,CS-1900,RUSH
403010,1,12,38,3,39,7,BM-2000,INT
403034,1,2,27,2,14,7,WW-0200,REC
403052,2,11,34,3,54,7,SA-0400,REC
403079,2,1,21,1,33,7,AB-3800,REC
403101,3,9,19,1,35,7,BW-0700,REC
403142,4,9,28,2,1,7,LM-0300,RUSH
403191,1,4,42,2,7,7,ML-2500,RUSH
403286,4,13,56,2,2,7,LE-0300,REC
403308,4,6,41,4,15,7,DW-3600,RUSH
403336,1,13,6,4,1,7,TJ-2700,RUSH
403357,1,4,24,2,3,7,MS-0100,RUSH
403390,2,5,56,1,8,7,SG-1300,RUSH
403429,3,5,35,1,35,7,DC-2300,REC
403460,4,6,39,3,33,7,SG-1300,RUSH
403495,1,6,32,3,4,7,RW-2200,REC
403540,2,5,59,1,59,7,MA-1400,REC
403558,2,0,15,2,5,7,PC-0900,REC
403581,3,5,33,1,2,7,MT-2400,RUSH
403590,3,2,37,2,22,7,MA-1400,REC
403613,4,8,55,4,73,7,PC-0900,PR
403626,4,5,13,4,30,7,EW-0500,REC
403665,1,7,25,1,4,7,RW-2600,RUSH
403674,1,4,58,1,68,7,RW-2600,RUSH
403701,2,9,2,1,8,7,RB-3900,RUSH
403732,2,0,5,1,1,7,DB-3800,RUSH
403738,3,14,10,3,42,7,DS-1600,INT
403770,3,1,15,3,10,7,MC-2400,REC
403775,3,0,7,1,4,7,RW-2600,RUSH
403780,4,13,33,2,10,7,RB-4900,RUSH
403794,4,8,38,1,2,6,DB-3800,RUSH
403819,4,2,6,4,54,6,TP-2000,INT
403876,2,13,34,2,4,7,BJ-0600,RUSH
403901,2,4,31,1,13,7,CW-1400,RUSH
403907,2,2,23,3,62,7,HN-0500,REC
403928,3,10,23,3,1,7,TH-1600,RUSH
403947,3,2,40,2,6,7,JW-6600,REC
404004,1,13,17,1,67,7,DJ-0200,RUSH
404034,1,1,6,2,9,7,WW-0800,INT
404053,2,8,5,2,2,7,DT-1000,REC
404072,2,2,0,3,57,7,DJ-0200,REC
404161,4,1,43,2,1,7,FD-0200,REC
404245,3,15,0,0,95,7,LW-0700,KR
404260,3,9,48,1,1,7,KM-2900,RUSH
404289,4,13,13,3,20,7,DM-0500,REC
404316,4,2,4,3,7,7,RR-0400,RUSH
404358,1,2,40,1,29,7,TO-0200,RUSH
404440,4,14,22,1,11,8,RM-4400,RUSH
404452,4,9,53,2,1,7,RM-4400,RUSH
404466,4,3,39,2,3,7,RM-4400,RUSH
404547,2,2,0,1,1,7,MF-1300,RUSH
404566,3,10,35,2,1,6,DA-1300,RUSH
404589,3,1,49,1,10,7,MF-1300,RUSH
404617,4,3,25,3,21,7,CT-1500,INT
404658,1,3,23,2,36,7,SH-1400,REC
404671,2,13,30,1,2,7,MB-0400,RUSH
404682,2,10,31,3,23,7,DB-3600,REC
404712,2,0,40,2,7,7,RW-3200,REC
404746,3,2,44,2,3,7,MA-1400,REC
404752,3,1,30,4,82,7,PC-0900,PR
404778,4,8,46,2,4,7,JG-3800,REC
404871,2,1,3,4,36,7,DF-0500,REC
404920,4,13,58,2,4,8,MS-4100,RUSH
404954,4,1,44,1,25,7,SJ-0200,RUSH
404998,1,1,21,4,1,7,AP-0700,RUSH
405011,2,10,48,1,12,7,VS-0100,REC
405048,3,13,20,1,51,7,PH-0400,REC
405067,3,6,36,3,16,7,SH-0500,REC
405080,3,2,3,3,5,7,SH-0500,REC
405089,4,13,39,3,2,7,JD-2900,REC
405098,4,10,31,3,10,6,GJ-0400,REC
405116,4,3,54,3,16,7,BB-1900,REC
405143,1,11,28,2,64,7,FG-0200,RUSH
405213,2,0,38,2,8,7,VD-0100,REC
405260,4,15,0,1,22,6,RW-1100,REC
405396,3,10,24,0,100,7,TG-0900,KR
405404,3,7,32,2,48,7,JT-0900,FUM
405416,3,3,32,1,1,7,MS-0100,RUSH
405419,3,3,26,0,101,7,TG-0900,KR
405424,3,1,44,2,19,6,BE-0200,REC
405440,4,8,53,2,5,6,JH-3100,REC
405448,4,5,58,2,16,6,DK-0400,REC
405478,1,11,17,1,6,7,LT-0600,RUSH
405509,2,13,44,1,3,7,JF-0400,RUSH
405523,2,6,13,3,8,7,VJ-0100,REC
405537,2,0,58,1,10,7,LT-0600,RUSH
405658,2,9,24,2,6,7,NW-0100,REC
405670,2,5,50,1,80,7,MJ-2500,RUSH
405692,3,14,53,1,79,6,MJ-2500,RUSH
405701,3,11,10,1,52,7,CJ-1700,RUSH
405727,4,15,0,3,89,7,CJ-1700,RUSH
405779,1,7,28,3,6,7,JS-6700,RUSH
405792,1,0,53,3,14,7,LS-1700,REC
405797,2,15,0,2,10,7,JS-6700,RUSH
405817,2,7,41,2,50,7,SS-2100,REC
405820,2,7,33,1,13,7,JP-2000,INT
405864,3,6,17,3,1,7,BP-0300,REC
405897,4,9,54,2,1,7,TH-1600,RUSH
405932,1,13,35,2,41,7,LW-0600,RUSH
405941,1,11,20,3,17,6,BC-0700,REC
405994,2,2,0,2,18,7,KB-1500,REC
405997,2,1,46,1,54,7,DJ-0200,REC
406003,2,0,52,1,23,7,JM-0200,REC
406043,3,1,5,2,1,7,AB-2600,RUSH
406049,4,14,34,3,66,7,LM-1000,RUSH
406096,1,11,11,1,13,7,MT-2400,RUSH
406108,1,5,35,3,22,7,PT-0400,RUSH
406119,1,2,22,1,4,7,KB-1100,FUM
406134,2,10,44,2,18,7,MC-2400,REC
406160,2,1,10,2,1,7,RB-4900,RUSH
406165,2,0,52,2,48,7,JG-3600,INT
406184,3,12,34,2,68,7,RW-2200,REC
406241,4,3,9,3,1,7,PT-0400,REC
406278,1,9,22,2,2,7,TG-1300,REC
406296,1,3,1,2,62,7,TH-1700,INT
406327,2,3,44,1,30,7,MT-2400,RUSH
406363,3,7,14,4,1,7,LB-0400,RUSH
406383,4,13,13,2,3,7,TY-0200,REC
406388,4,11,36,1,58,7,MT-2400,RUSH
406426,1,12,19,3,11,7,LF-0200,REC
406434,1,9,21,3,33,7,GO-0100,REC
406445,1,3,31,3,6,7,BP-0300,REC
406460,2,11,27,1,17,7,LF-0200,REC
406479,2,2,56,1,15,7,AB-1100,REC
406541,4,11,55,2,3,7,GO-0100,REC
406550,4,9,9,3,20,7,GO-0100,REC
406564,4,4,37,2,4,7,SB-1400,REC
406595,1,9,2,3,6,7,AC-0100,REC
406616,1,2,26,2,1,7,CB-1400,RUSH
406705,4,12,58,1,2,7,RR-0400,RUSH
406768,1,6,26,3,7,7,JA-0300,REC
406851,3,8,36,2,1,7,RM-4400,REC
406869,4,15,0,3,1,7,SS-1600,RUSH
406891,4,7,16,3,2,7,JA-0300,RUSH
406940,1,4,41,2,28,7,RJ-0800,RUSH
406984,2,1,11,1,61,7,MW-0400,REC
407053,4,4,36,2,10,7,MJ-2500,RUSH
407061,4,2,41,3,54,7,CC-1300,REC
407072,4,1,10,1,5,8,CC-1300,REC
407098,1,6,58,1,1,7,LM-0300,RUSH
407140,2,6,17,1,15,7,RW-2600,RUSH
407186,3,4,55,3,1,7,JH-3100,REC
407191,3,3,27,3,71,8,RM-5000,REC
407253,1,12,27,2,74,7,JJ-4200,REC
407264,1,8,52,2,6,7,DW-0900,REC
407277,1,2,47,2,2,7,RG-1600,RUSH
407292,2,12,9,4,31,7,RB-0700,BLPU
407302,2,7,46,2,32,7,DD-2600,REC
407372,4,13,4,3,12,7,AR-1300,RUSH
407377,4,11,44,2,7,6,KW-2300,REC
407396,4,4,20,4,7,8,SS-3000,REC
407412,4,0,52,4,35,7,TJ-0200,INT
407422,1,14,11,2,66,7,DW-3600,RUSH
407439,1,6,58,2,7,7,DW-3600,RUSH
407507,3,13,20,1,10,7,PT-0400,RUSH
407536,3,0,2,3,54,7,RM-3500,REC
407574,4,2,17,1,1,7,AH-0800,FUM
407607,1,6,23,1,7,7,BP-0600,REC
407614,1,5,26,3,29,7,BJ-1800,REC
407639,2,10,51,2,3,7,JJ-4800,RUSH
407710,3,2,37,1,2,6,TH-2700,REC
407763,4,0,35,3,61,7,JW-5300,INT
407797,2,15,0,1,10,7,VJ-0100,REC
407817,2,4,28,3,6,7,SS-2200,REC
407864,3,4,0,2,2,7,KW-2000,REC
407887,4,9,9,2,8,7,KB-1500,REC
407917,4,0,29,1,18,7,VJ-0100,REC
407966,2,15,0,3,7,7,VY-0100,RUSH
407975,2,9,35,1,3,7,FG-0200,RUSH
408000,2,0,28,2,12,7,JH-4000,REC
408026,3,5,44,2,1,7,CJ-1700,RUSH
408057,4,7,18,4,2,7,CJ-1700,RUSH
408070,4,3,0,1,39,7,CF-0500,INT
408084,4,0,44,1,3,7,JH-4000,REC
408108,1,7,57,1,2,7,TC-1300,RUSH
408179,3,11,56,2,11,7,BC-0700,REC
408226,4,8,13,3,49,7,MA-1400,REC
408281,2,13,1,1,48,7,TC-1100,INT
408318,3,11,30,1,54,7,RA-1500,FUM
408324,3,9,15,1,3,7,HW-0100,REC
408365,4,7,12,3,25,7,MW-0500,REC
408383,4,1,27,3,3,7,HW-0100,REC
408449,2,2,7,1,14,7,FG-0200,RUSH
408569,1,6,19,1,1,7,JS-6700,RUSH
408593,2,12,32,3,4,7,SS-2100,REC
408610,2,6,0,3,1,7,JS-4800,RUSH
408624,2,1,12,3,4,7,SS-2100,REC
408669,4,13,50,4,3,6,JP-1900,REC
408698,4,2,15,3,45,7,JS-6700,RUSH
408727,1,6,40,1,1,6,RB-3900,RUSH
408781,2,1,33,2,5,7,KS-2000,REC
408829,4,15,0,1,33,7,MS-5100,REC
408870,4,1,19,1,1,7,CW-2200,RUSH
408929,2,10,53,1,22,7,AP-0700,RUSH
408968,3,14,21,1,1,7,AP-0700,RUSH
408986,3,8,19,2,8,7,WH-0500,REC
409011,4,13,25,2,8,7,JD-2900,REC
409063,1,12,5,3,33,7,MJ-2500,RUSH
409090,1,1,14,3,7,7,JC-5400,REC
409103,2,11,0,2,11,7,DG-0600,RUSH
409123,2,2,53,2,26,7,MW-0400,REC
409193,4,5,7,1,1,6,TJ-2700,RUSH
409234,1,4,43,0,96,6,BS-1400,KR
409400,2,14,20,1,3,7,RB-4900,RUSH
409410,2,9,31,3,29,7,DA-2100,REC
409418,2,6,58,3,15,7,RB-4900,REC
409434,2,1,4,2,2,7,SJ-0200,RUSH
409442,3,15,0,0,97,7,CR-1200,KR
409482,4,12,24,1,27,7,RM-3500,REC
409511,4,2,50,1,19,6,DA-2100,REC
409543,1,9,15,2,27,7,LE-0300,REC
409555,1,4,14,1,28,7,CJ-1700,RUSH
409565,1,0,51,3,14,7,NW-0100,REC
409588,2,7,6,1,8,7,LE-0300,REC
409649,4,10,49,3,1,7,CJ-1700,RUSH
409670,4,3,2,3,26,7,VF-0200,INT
409684,4,1,2,3,31,7,RH-2900,INT
409694,1,12,56,3,40,7,BM-0300,REC
409708,1,6,37,3,2,7,TY-0200,REC
409719,1,3,46,1,75,7,BM-0300,REC
409750,2,6,39,4,35,7,MS-0800,REC
409828,4,2,49,3,1,7,LB-0400,RUSH
409848,1,12,46,2,1,7,JF-0400,RUSH
409900,2,12,37,4,44,7,JC-2300,RUSH
410062,1,0,25,2,11,7,JF-2800,RUSH
410084,2,8,35,3,31,7,JC-0700,REC
410093,2,5,36,2,28,7,SB-1400,REC
410131,3,8,18,4,10,7,CW-1400,RUSH
410163,4,11,24,1,13,7,CW-1400,RUSH
410178,4,6,17,3,18,7,LF-0200,REC
410329,4,13,17,1,1,7,AR-1300,RUSH
410337,4,10,53,3,2,7,SH-0500,REC
410377,4,0,42,1,9,7,RW-3200,REC
410397,1,7,58,2,20,7,MT-1300,REC
410425,2,11,5,2,3,7,LT-0600,RUSH
410473,3,8,7,1,20,7,LT-0600,RUSH
410492,3,1,19,1,20,7,LN-0100,REC
410503,4,14,20,3,5,7,JM-0200,REC
410522,4,7,18,3,6,7,BC-0700,REC
410559,1,8,26,3,15,7,JA-0300,REC
410567,1,4,50,2,1,7,LM-0300,RUSH
410593,2,11,27,1,63,7,RM-5000,REC
410605,2,7,28,2,9,7,JE-0100,REC
410616,2,4,23,2,20,7,RW-1100,REC
410672,4,14,23,2,5,7,RM-5000,REC
410679,4,12,20,1,29,7,PG-0100,REC
410705,4,2,27,3,4,7,JA-0300,RUSH
410715,4,0,16,2,1,7,RW-1100,REC
410799,3,12,35,1,13,7,RR-0400,RUSH
410802,3,12,20,1,48,6,DL-0300,INT
410934,2,4,4,3,14,7,RW-2600,REC
410948,2,1,4,2,1,7,RW-2600,RUSH
411012,4,5,25,2,27,8,SS-2100,REC
411018,4,4,7,1,46,7,RW-2600,RUSH
411049,1,11,31,2,3,7,DC-1600,REC
411109,2,1,28,1,5,7,JA-0300,RUSH
411331,4,2,50,2,10,7,PC-0900,REC
411361,1,9,5,1,59,7,MM-1300,REC
411374,1,4,10,3,40,7,CS-4200,REC
411379,1,2,57,2,4,7,JC-5600,REC
411386,1,0,37,2,26,7,AB-3200,REC
411399,2,11,52,2,25,7,KS-1700,REC
411415,2,5,12,2,75,7,CJ-1100,REC
411460,3,2,52,1,1,7,WH-0500,REC
411494,4,5,51,3,2,8,MG-0100,REC
411521,4,0,0,1,1,7,BP-0600,REC
411573,2,8,59,1,64,7,GJ-0400,REC
411589,2,2,33,1,7,7,JN-0900,REC
411625,3,7,35,3,38,7,MC-2900,REC
411653,4,11,15,1,1,7,RG-1600,RUSH
411658,4,10,42,3,24,7,VD-0100,REC
411671,4,6,2,4,10,7,FG-0200,REC
411729,2,9,35,2,3,7,MJ-2500,RUSH
411768,3,11,40,1,98,6,TO-0200,REC
411825,4,1,2,3,3,8,MW-0400,REC
411834,1,15,0,0,97,7,JC-2300,KR
411888,2,5,39,2,8,7,HW-0100,REC
411901,2,1,55,2,10,7,HM-0200,REC
411919,3,10,54,3,21,7,LP-0700,REC
411960,4,8,40,2,8,7,RM-3900,REC
411970,4,4,58,1,2,7,JC-2300,REC
412051,2,10,13,1,23,7,PH-0400,REC
412066,2,5,1,2,8,7,VS-0100,REC
412074,2,1,17,2,3,7,BB-1900,REC
412105,3,4,16,1,7,7,SR-0500,REC
412126,4,10,29,2,34,7,SR-0500,REC
412135,4,8,9,3,1,6,JF-2800,RUSH
412196,2,14,6,2,7,7,JS-4800,RUSH
412214,2,7,15,1,28,7,KB-1500,REC
412241,2,0,18,3,4,7,KB-1500,REC
412253,3,11,47,3,1,7,JS-4800,RUSH
412262,3,8,44,2,2,7,BJ-0600,RUSH
412294,4,12,16,1,3,7,MH-2200,REC
412308,4,6,7,2,4,7,EW-0500,REC
412328,4,0,35,2,11,7,TG-1300,REC
412363,1,5,9,3,18,7,MC-1500,REC
412372,1,1,12,1,4,7,RM-3500,REC
412422,2,0,35,1,6,7,RM-3500,REC
412436,3,10,43,3,11,7,DT-0800,REC
412451,3,4,56,1,3,7,MB-1500,RUSH
412472,4,10,16,3,1,7,MB-1500,RUSH
412527,1,2,32,2,5,7,AB-2000,REC
412542,2,11,54,2,11,7,LF-0200,REC
412564,2,2,29,3,1,7,CW-1400,RUSH
412633,4,7,13,1,1,7,SJ-0200,RUSH
412677,1,6,3,3,2,7,LN-0100,REC
412746,3,6,52,2,1,7,LT-0600,RUSH
412808,4,0,39,4,8,6,MT-1300,RUSH
412833,1,5,57,3,53,7,LB-0600,INT
412849,1,0,0,1,4,7,RM-5000,REC
412862,2,10,27,2,2,7,LM-0300,RUSH
412887,2,0,55,4,4,7,BS-2400,BLPU
412909,3,9,51,2,29,7,JC-5400,REC
412956,4,5,9,3,1,7,LM-0300,RUSH
412991,1,5,39,1,1,7,CP-0500,RUSH
413019,2,7,13,2,1,7,CP-0500,RUSH
413038,2,1,3,2,10,7,ZM-0200,REC
413126,4,0,41,2,29,7,LM-1800,REC
413162,1,2,56,2,13,7,JA-2900,REC
413248,3,6,2,1,48,7,DJ-0200,REC
413256,3,2,57,1,15,8,KD-0400,REC
413287,4,5,38,1,10,7,LM-1000,RUSH
413327,1,6,48,3,3,7,SS-1600,REC
413352,2,12,57,3,13,7,KB-1900,REC
413372,2,4,6,3,12,7,AJ-0900,REC
413382,2,0,54,1,1,7,LW-1100,RUSH
413476,1,13,7,2,1,7,CJ-1100,REC
413504,2,15,0,1,7,7,DL-0600,REC
413569,3,6,43,3,7,7,DD-2600,REC
413584,3,0,47,3,21,7,JJ-4200,REC
413622,4,3,55,1,38,7,CW-3700,INT
413684,2,10,58,1,46,7,FJ-0300,RUSH
413710,2,0,38,2,9,7,MA-1400,REC
413734,3,5,44,2,4,7,DH-2800,REC
413751,4,13,18,2,6,7,RW-3200,REC
413849,2,7,21,3,1,7,KM-2900,RUSH
413917,4,10,20,3,17,7,BS-4100,REC
414005,2,6,38,2,22,7,JN-1800,REC
414009,2,5,49,1,42,7,AB-3800,REC
414039,3,11,48,2,8,7,CW-2200,REC
414119,4,0,26,4,5,7,RW-2200,REC
414160,2,13,0,3,4,7,BH-0800,REC
414178,2,5,32,2,31,7,RF-0500,RUSH
414218,3,5,56,2,1,7,RW-2600,RUSH
414233,4,13,55,1,3,7,FJ-0100,RUSH
414265,4,2,31,1,51,7,TO-0200,REC
414276,4,1,25,1,7,7,FJ-0100,RUSH
414350,2,1,18,3,4,7,JF-2900,REC
414377,3,6,57,2,9,7,BQ-0100,RUSH
414456,1,8,31,1,7,7,VL-0100,REC
414471,1,2,16,2,5,7,CB-3600,RUSH
414499,2,6,38,3,9,7,PG-0100,REC
414530,3,11,26,3,4,7,RW-1100,REC
414574,4,8,28,1,6,7,DC-1600,REC
414578,4,8,17,2,27,7,CS-1300,INT
414592,4,2,59,2,23,7,CS-1900,RUSH
414606,4,0,25,2,10,7,JJ-3900,REC
414645,2,15,0,2,15,7,PH-0400,REC
414653,2,12,17,2,24,7,JK-1800,REC
414663,2,8,13,3,10,7,CT-0100,REC
414697,2,0,20,3,6,7,VS-0100,REC
414756,4,6,39,2,5,6,AP-0700,RUSH
414783,1,8,59,3,67,7,DR-1100,INT
414840,2,0,33,2,3,7,TJ-2700,RUSH
414926,1,13,11,1,1,7,JC-0500,RUSH
414954,1,2,55,3,35,7,DJ-0200,REC
414969,2,11,46,2,4,7,SM-3600,REC
415025,3,8,41,3,10,7,FD-0200,REC
415071,4,7,27,3,1,8,EB-1900,RUSH
415114,1,7,59,1,3,7,JF-2800,RUSH
415139,2,13,41,2,1,7,DA-2100,REC
415169,2,1,50,4,65,7,JW-5300,INT
415223,4,14,0,2,2,7,JF-2800,RUSH
415263,4,0,50,3,1,7,SJ-0200,RUSH
415359,3,3,50,2,85,7,CJ-1700,RUSH
415361,3,3,37,0,99,7,LS-1700,KR
415376,4,12,27,2,6,7,TH-1600,RUSH
415420,4,0,6,4,10,7,KB-1900,REC
415449,1,4,19,3,19,7,AG-0500,REC
415471,2,10,53,3,7,7,CC-1300,REC
415476,2,10,9,1,1,7,LT-0600,RUSH
415492,2,2,58,2,15,7,AG-0500,REC
415495,2,2,43,1,40,7,PO-0100,FUM
415511,3,13,2,1,3,7,LT-0600,RUSH
415521,3,9,49,1,4,7,JC-2300,RUSH
415626,2,9,2,3,3,7,VD-0100,REC
415651,2,1,0,3,4,7,FG-0200,REC
415740,1,8,19,3,2,7,WM-0300,RUSH
415760,2,14,21,1,33,7,SH-1300,REC
415790,2,1,50,2,10,7,DM-0500,REC
415852,4,6,32,3,24,7,DD-1700,RUSH
415924,1,3,39,4,4,7,LM-0300,RUSH
415939,2,13,4,1,18,7,PT-0400,REC
415948,2,10,2,1,75,7,DH-2400,REC
415967,2,1,57,1,38,7,RM-3500,REC
415992,3,10,28,1,2,7,LM-0300,RUSH
415997,3,9,6,2,2,7,DD-1500,REC
416030,4,7,55,2,20,7,MC-2400,REC
416101,2,10,31,1,15,7,ML-2500,RUSH
416125,2,1,3,2,13,7,BE-0200,REC
416221,1,8,28,1,4,7,LW-0600,REC
416302,3,8,13,3,5,7,MV-0300,RUSH
416317,3,3,53,4,83,7,SB-1700,INT
416334,4,12,38,3,5,7,BC-0700,REC
416363,4,0,3,1,3,7,RW-2200,REC
416375,1,9,55,2,3,7,JS-6700,RUSH
416534,1,9,46,3,1,7,MF-1300,RUSH
416625,3,1,26,3,3,7,EB-0600,REC
416706,1,3,36,1,54,7,CJ-1100,REC
416723,2,12,0,3,45,7,JF-0300,INT
416737,2,6,4,1,36,7,CJ-1200,REC
416834,4,1,39,1,2,6,KS-1700,RUSH
416845,1,13,8,1,8,7,JA-0300,RUSH
416887,2,11,47,1,1,7,JA-0300,RUSH
416914,2,2,0,3,4,7,AC-2100,REC
416924,2,0,24,3,6,7,KB-1900,REC
417000,4,1,29,1,17,7,BS-0800,REC
417047,2,14,16,1,35,7,NH-1500,REC
417065,2,7,12,3,4,7,EW-0800,REC
417077,2,2,0,1,8,7,CB-3600,RUSH
417157,4,4,7,1,1,6,AJ-0900,REC
417188,1,7,27,2,7,7,DG-2100,REC
417229,2,7,7,2,2,7,KM-2900,RUSH
417272,3,10,35,2,7,7,BM-0300,REC
417297,3,2,49,1,30,7,AG-1200,FUM
417309,4,15,0,2,4,7,JC-2300,RUSH
417318,4,12,11,4,18,7,KM-2900,RUSH
417358,1,11,48,1,58,7,RM-5000,REC
417383,2,15,0,2,6,7,KF-0200,RUSH
417395,2,11,10,3,13,7,DB-1800,REC
417435,3,12,16,1,81,7,SA-0400,REC
417461,3,3,25,3,7,6,BH-0800,REC
417555,2,13,58,1,34,7,SH-1300,REC
417639,4,8,27,1,17,7,CS-0600,REC
417643,4,8,12,1,3,7,RM-3900,RUSH
417648,4,5,42,3,75,7,LM-1800,REC
417657,4,2,0,1,11,7,HW-0100,REC
417671,4,0,15,2,11,7,LM-1800,REC
417691,1,8,17,3,8,7,FD-0200,REC
417734,2,5,42,1,40,7,MC-2400,REC
417745,2,2,25,2,5,7,DT-1000,REC
417757,2,0,39,3,44,7,RM-3500,ORCV
417780,3,7,57,3,13,7,DT-1000,REC
417832,4,1,27,1,53,7,RM-3500,REC
417868,1,8,43,3,11,7,MM-1300,REC
417891,1,0,58,1,66,7,MT-1300,REC
417939,3,10,41,2,31,7,DS-3300,REC
417951,3,6,2,2,4,7,LT-0600,RUSH
417977,4,9,23,1,8,7,JH-2200,REC
417998,4,2,0,1,8,6,JH-2200,REC
418074,2,3,25,1,4,7,RW-3200,REC
418081,2,1,54,1,21,7,HN-0500,REC
418090,2,0,23,2,1,7,BJ-0600,RUSH
418121,3,4,4,2,5,7,RW-3200,REC
418124,3,3,52,1,74,7,BJ-0600,REC
418157,4,5,58,4,79,7,DH-3200,PR
418176,4,1,5,1,22,7,MA-1400,REC
418207,1,6,25,4,33,7,VD-0100,REC
418216,1,3,54,3,7,7,DB-3600,REC
418237,2,10,12,3,8,7,JF-2800,REC
418243,2,7,47,1,22,7,JM-6300,REC
418362,1,9,53,1,3,7,VS-0100,REC
418377,1,4,52,1,2,7,AB-2000,REC
418406,2,7,51,1,39,7,AB-2000,REC
418425,2,1,19,1,34,7,LF-0200,REC
418506,4,1,26,1,31,7,PH-0400,REC
418574,2,4,39,1,2,7,JF-1600,REC
418589,2,0,38,1,8,7,DD-2600,REC
418624,3,3,35,3,12,7,KW-0700,REC
418630,3,3,1,2,1,7,WM-0300,RUSH
418651,4,10,38,1,19,7,JF-1600,REC
418757,2,0,48,2,10,7,CJ-1000,RUSH
418876,2,9,53,3,6,7,RB-4900,REC
418898,2,0,56,3,3,6,MC-2400,REC
418923,3,9,19,3,21,7,RB-4900,REC
418931,3,6,19,2,50,7,MJ-0800,REC
418950,4,13,1,1,4,7,JS-4800,RUSH
419037,2,12,8,3,62,7,DM-0500,REC
419059,2,3,43,1,59,7,RR-0400,RUSH
419087,3,8,52,1,3,7,LM-0700,RUSH
419099,3,4,21,2,8,7,WM-0300,RUSH
419111,3,0,57,2,19,7,WM-0300,RUSH
419140,4,5,10,3,15,7,TS-2600,RUSH
419157,1,13,23,1,62,7,RG-1600,RUSH
419219,2,1,54,3,19,7,JK-1800,REC
419237,3,9,41,1,10,7,DA-1700,REC
419267,4,12,42,1,1,8,RG-1600,RUSH
419303,1,14,52,1,64,7,AJ-0900,REC
419333,1,2,56,3,4,7,RM-4400,RUSH
419347,2,12,58,1,17,7,AJ-0900,REC
419374,2,1,20,3,4,7,JC-0700,REC
419414,3,3,10,1,70,7,BP-0900,INT
419482,1,9,11,3,5,7,AC-2100,REC
419495,1,5,8,3,10,7,DC-1600,REC
419525,2,8,2,1,1,7,DC-1600,REC
419539,2,2,27,3,5,7,BM-0300,REC
419619,4,9,49,3,5,6,BM-0300,REC
419636,4,2,29,3,1,7,DC-1600,REC
419671,1,2,37,1,1,7,RW-2600,RUSH
419690,2,8,39,2,1,7,CH-2400,RUSH
419705,2,2,33,3,1,7,MJ-2500,RUSH
419832,1,0,13,3,9,7,TO-0200,REC
419905,3,3,4,1,76,7,JC-2300,RUSH
420016,2,8,50,3,9,7,SR-0500,REC
420028,2,4,3,1,15,7,CJ-1200,REC
420061,3,8,44,3,1,7,AP-0700,RUSH
420108,4,3,29,2,3,7,AP-0700,RUSH
420151,1,2,49,2,41,7,SS-2100,REC
420197,2,1,11,1,3,7,KF-0200,RUSH
420233,3,1,10,3,5,7,BW-0700,REC
420352,2,3,28,3,33,7,TJ-2700,RUSH
420416,4,9,14,1,7,7,TJ-2700,RUSH
420468,1,3,17,1,39,7,CJ-1700,RUSH
420478,1,0,20,1,66,7,CJ-1700,REC
420556,3,2,8,3,3,7,CJ-1700,RUSH
420567,4,13,8,4,11,7,RM-3100,REC
420579,4,7,39,4,1,7,AC-2700,REC
420585,4,5,52,2,45,7,VF-0200,INT
420642,1,0,13,1,6,7,FD-0200,REC
420652,2,11,15,4,1,7,JF-0400,RUSH
420687,2,1,1,2,17,7,FD-0200,REC
420743,4,11,25,2,1,7,QG-0100,RUSH
420750,4,9,47,1,1,7,QG-0100,RUSH
420798,1,4,34,2,1,7,LT-0600,RUSH
420884,3,0,1,2,6,7,MA-1400,REC
420895,4,11,2,1,14,7,AG-0500,REC
420928,4,0,7,2,9,7,PC-0900,REC
420939,1,11,39,2,8,7,BC-0700,REC
420945,1,9,57,1,60,7,SB-1700,FUM
420975,2,13,22,3,68,7,HN-0500,REC
420996,2,4,27,4,72,7,DJ-0200,PR
421006,2,1,35,2,3,7,AB-2600,RUSH
421016,2,0,16,1,1,6,MV-0300,RUSH
421030,3,9,26,4,1,7,BJ-0600,RUSH
421042,3,5,26,2,61,7,DH-3200,REC
421045,3,5,6,1,60,7,DJ-0200,REC
421074,4,5,54,2,1,8,LW-0600,RUSH
421090,4,1,35,1,4,7,KB-1500,REC
421127,1,3,58,2,5,7,VD-0100,REC
421177,2,0,55,2,35,7,MC-2900,REC
421221,4,14,11,4,1,6,CW-1400,RUSH
421234,4,9,27,3,2,7,FG-0200,RUSH
421286,2,14,19,3,6,7,DC-1600,REC
421300,2,8,34,2,9,7,MJ-2500,REC
421302,2,8,25,0,93,7,CS-1900,KR
421314,2,3,5,1,3,7,MJ-2500,RUSH
421322,2,0,40,2,23,7,AC-2100,REC
421344,3,8,37,3,16,7,MW-0400,REC
421353,3,5,37,1,27,7,DC-1600,REC
421365,3,0,53,3,13,7,MT-0900,REC
421395,4,5,33,3,65,7,RW-1100,REC
421430,1,11,33,1,49,7,MA-1400,REC
421444,1,5,19,1,3,7,MB-0400,RUSH
421524,3,8,6,2,2,7,MB-0400,RUSH
421552,4,12,41,2,1,7,MB-1500,RUSH
421566,4,8,6,1,7,7,LM-1500,REC
421600,1,12,4,2,14,7,TH-1100,REC
421620,1,2,28,1,7,7,TH-1100,REC
421646,2,6,1,4,49,7,EB-0600,PR
421675,3,12,32,1,32,7,DW-3700,REC
